STATE,NAME,2000 POVERTY,1990 POVERTY,1980 POVERTY,1970 POVERTY,1960 POVERTY
MO,NODAWAY COUNTY,16.5,21.8,16.85,17.50,37.58
MO,OREGON COUNTY,22.0,27.4,28.57,39.80,51.93
MO,OSAGE COUNTY,8.3,9.7,12.64,15.00,37.14
MO,OZARK COUNTY,21.6,22.1,25.44,34.50,52.39
MO,PEMISCOT COUNTY,30.4,35.8,33.07,42.00,63.11
MO,PERRY COUNTY,9.0,11.5,12.47,19.70,36.49
MO,PETTIS COUNTY,12.8,13.8,11.90,17.70,28.27
MO,PHELPS COUNTY,16.4,18.5,15.91,18.50,32.58
MO,PIKE COUNTY,15.5,18.1,17.42,19.10,35.47
MO,PLATTE COUNTY,4.8,5.7,5.26,7.40,14.79
MO,POLK COUNTY,16.3,20.3,16.71,24.40,43.93
MO,PULASKI COUNTY,10.3,14.8,15.17,16.20,33.74
MO,PUTNAM COUNTY,16.0,19.9,20.85,33.60,51.56
MO,RALLS COUNTY,8.7,11.2,11.05,19.10,28.11
MO,RANDOLPH COUNTY,12.5,16.5,13.46,20.10,30.58
MO,RAY COUNTY,6.8,10.4,9.23,13.70,25.63
MO,REYNOLDS COUNTY,20.1,24.2,24.33,35.60,49.88
MO,RIPLEY COUNTY,22.0,31.5,29.79,42.90,57.44
MO,SALINE COUNTY,13.2,13.5,12.15,17.00,27.67
MO,SCHUYLER COUNTY,17.0,21.0,19.38,24.10,46.93
MO,SCOTLAND COUNTY,16.8,25.4,20.26,25.20,34.45
MO,SCOTT COUNTY,16.1,18.4,16.67,20.40,37.91
MO,SHANNON COUNTY,26.9,24.1,25.47,37.10,56.29
MO,SHELBY COUNTY,16.3,18.0,16.86,21.50,34.20
MO,ST. CHARLES COUNTY,4.0,4.7,4.43,5.80,12.43
MO,ST. CLAIR COUNTY,19.6,22.4,22.88,28.80,47.83
MO,ST. FRANCOIS COUNTY,14.9,16.9,13.98,19.70,29.52
MO,ST. LOUIS CITY,24.6,24.6,21.80,20.30,24.62
MO,ST. LOUIS COUNTY,6.9,5.6,4.85,4.90,6.88
MO,STE. GENEVIEVE COUNTY,8.2,12.0,10.37,15.30,26.12
MO,STODDARD COUNTY,16.5,21.2,17.65,28.70,48.23
MO,STONE COUNTY,12.8,14.7,18.25,26.90,42.70
MO,SULLIVAN COUNTY,16.5,21.2,20.58,22.00,39.64
MO,TANEY COUNTY,12.4,13.6,13.85,22.50,46.68
MO,TEXAS COUNTY,21.4,22.9,20.79,28.70,43.01
MO,VERNON COUNTY,14.9,18.1,13.52,20.60,33.31
MO,WARREN COUNTY,8.6,10.7,9.15,12.50,26.32
MO,WASHINGTON COUNTY,20.8,27.2,20.75,28.10,45.95
MO,WAYNE COUNTY,21.9,29.0,25.64,33.20,60.09
MO,WEBSTER COUNTY,14.8,19.2,17.30,24.00,47.66
MO,WORTH COUNTY,14.3,22.5,20.25,20.70,40.98
MO,WRIGHT COUNTY,21.7,25.3,23.33,30.60,48.68
MT,MONTANA STATE,14.6,16.1,12.29,13.60,19.54
MT,BEAVERHEAD COUNTY,17.1,18.6,11.79,17.40,20.44
MT,BIG HORN COUNTY,29.2,35.3,20.98,25.30,35.12
MT,BLAINE COUNTY,28.1,27.7,24.12,31.40,34.65
MT,BROADWATER COUNTY,10.8,16.2,15.11,23.10,24.30
MT,CARBON COUNTY,11.6,16.8,12.44,19.20,23.25
MT,CARTER COUNTY,18.1,27.4,25.03,17.50,27.59
MT,CASCADE COUNTY,13.5,13.7,10.32,10.90,14.10
MT,CHOUTEAU COUNTY,20.5,16.4,12.14,11.60,18.47
MT,CUSTER COUNTY,15.1,16.5,13.02,11.60,20.32
MT,DANIELS COUNTY,16.9,15.5,13.59,10.10,29.99
MT,DAWSON COUNTY,14.9,14.4,7.50,8.40,20.02
MT,DEER LODGE COUNTY,15.8,18.6,11.58,10.80,19.98
MT,FALLON COUNTY,12.5,10.9,16.36,12.60,22.79
MT,FERGUS COUNTY,15.4,14.3,17.91,14.90,23.72
MT,FLATHEAD COUNTY,13.0,14.5,9.43,12.90,17.01
MT,GALLATIN COUNTY,12.8,17.1,13.15,11.10,18.32
MT,GARFIELD COUNTY,21.5,17.3,22.67,17.30,32.02
MT,GLACIER COUNTY,27.3,35.7,23.53,29.50,36.96
MT,GOLDEN VALLEY COUNTY,25.8,27.5,22.42,11.70,32.94
MT,GRANITE COUNTY,16.8,21.8,16.70,15.80,16.54
MT,HILL COUNTY,18.4,18.0,12.11,14.80,14.77
MT,JEFFERSON COUNTY,9.0,7.4,7.24,13.40,25.73
MT,JUDITH BASIN COUNTY,21.1,15.2,18.86,15.20,22.05
MT,LAKE COUNTY,18.7,21.4,19.07,22.30,30.51
MT,LEWIS AND CLARK COUNTY,10.9,11.8,9.00,8.80,13.93
MT,LIBERTY COUNTY,20.3,18.0,16.31,8.40,15.89
MT,LINCOLN COUNTY,19.2,14.1,11.05,7.10,15.70
MT,MADISON COUNTY,12.1,18.4,14.57,18.10,27.03
MT,MCCONE COUNTY,16.8,18.6,22.13,13.80,32.65
MT,MEAGHER COUNTY,18.9,20.1,16.01,24.90,23.78
MT,MINERAL COUNTY,15.8,17.6,13.04,8.40,6.28
MT,MISSOULA COUNTY,14.8,17.0,11.56,11.20,14.03
MT,MUSSELSHELL COUNTY,19.9,23.3,17.36,19.20,21.78
MT,PARK COUNTY,11.4,15.2,9.67,14.30,16.37
MT,PETROLEUM COUNTY,23.2,25.6,32.77,17.80,22.16
MT,PHILLIPS COUNTY,18.3,17.3,17.35,16.60,27.45
MT,PONDERA COUNTY,18.8,17.5,13.92,18.20,24.47
MT,POWDER RIVER COUNTY,12.9,18.3,10.49,13.00,21.27
MT,POWELL COUNTY,12.6,16.9,11.16,9.50,16.79
MT,PRAIRIE COUNTY,17.2,15.3,31.44,19.10,30.72
MT,RAVALLI COUNTY,13.8,16.3,16.07,18.60,29.86
MT,RICHLAND COUNTY,12.2,14.0,10.02,13.80,26.47
MT,ROOSEVELT COUNTY,32.4,27.7,16.30,23.30,37.63
MT,ROSEBUD COUNTY,22.4,20.4,18.03,25.80,34.08
MT,SANDERS COUNTY,17.2,19.6,12.17,14.00,18.49
MT,SHERIDAN COUNTY,14.7,16.2,13.50,11.40,23.19
MT,SILVER BOW COUNTY,14.9,14.7,10.26,11.40,20.49
MT,STILLWATER COUNTY,9.8,10.6,14.47,13.70,14.03
MT,SWEET GRASS COUNTY,11.4,10.4,13.92,23.60,27.74
MT,TETON COUNTY,16.6,16.9,14.78,12.00,20.86
MT,TOOLE COUNTY,12.9,14.9,14.98,11.60,13.11
MT,TREASURE COUNTY,14.7,15.8,19.47,22.80,24.98
MT,VALLEY COUNTY,13.5,16.6,13.74,16.80,20.00
MT,WHEATLAND COUNTY,20.4,21.3,13.32,16.30,21.55
MT,WIBAUX COUNTY,15.3,18.2,20.64,15.20,35.71
MT,YELLOWSTONE COUNTY,11.1,12.1,9.32,12.10,13.28
MT,YELLOWSTONE NATIONAL PARK COUNTY,,0.0,8.73,-,0.00
NE,NEBRASKA STATE,9.7,11.1,10.73,13.10,22.31
NE,ADAMS COUNTY,9.3,9.9,9.81,12.30,18.23
NE,ANTELOPE COUNTY,13.6,19.4,23.15,18.50,40.21
NE,ARTHUR COUNTY,13.8,11.5,16.18,17.00,18.70
NE,BANNER COUNTY,13.6,21.8,19.93,22.80,12.74
NE,BLAINE COUNTY,19.4,23.0,28.14,12.20,36.20
NE,BOONE COUNTY,10.4,14.2,19.89,20.90,37.41
NE,BOX BUTTE COUNTY,10.7,11.7,7.14,18.70,19.83
NE,BOYD COUNTY,15.2,22.5,23.78,38.90,48.59
NE,BROWN COUNTY,11.1,18.8,19.46,22.40,29.52
NE,BUFFALO COUNTY,11.2,14.0,10.91,15.90,27.14
NE,BURT COUNTY,8.9,15.0,15.75,16.70,30.08
NE,BUTLER COUNTY,8.2,11.5,12.46,21.60,36.38
NE,CASS COUNTY,5.2,7.7,7.20,11.60,24.85
NE,CEDAR COUNTY,9.1,13.2,19.71,32.50,40.94
NE,CHASE COUNTY,9.6,14.1,17.00,16.80,25.86
NE,CHERRY COUNTY,12.3,22.2,13.59,13.80,23.86
NE,CHEYENNE COUNTY,10.0,10.2,12.19,12.90,14.84
NE,CLAY COUNTY,10.4,11.1,12.11,15.30,31.79
NE,COLFAX COUNTY,10.8,10.6,13.59,15.60,32.96
NE,CUMING COUNTY,9.0,9.7,13.37,19.60,33.14
NE,CUSTER COUNTY,12.4,13.5,15.32,17.50,33.44
NE,DAKOTA COUNTY,11.4,11.7,9.64,12.00,19.64
NE,DAWES COUNTY,18.9,22.3,15.37,16.50,25.45
NE,DAWSON COUNTY,10.8,10.6,8.62,12.70,25.22
NE,DEUEL COUNTY,9.1,12.2,10.98,6.50,16.91
NE,DIXON COUNTY,10.0,14.7,19.00,14.70,32.44
NE,DODGE COUNTY,8.6,8.9,8.77,10.90,19.33
NE,DOUGLAS COUNTY,9.8,10.8,9.89,9.80,12.69
NE,DUNDY COUNTY,13.6,10.8,17.30,15.40,32.51
NE,FILLMORE COUNTY,7.8,8.9,10.96,15.80,31.58
NE,FRANKLIN COUNTY,13.2,13.3,15.91,17.60,37.36
NE,FRONTIER COUNTY,12.2,18.2,15.49,18.60,29.76
NE,FURNAS COUNTY,10.6,15.3,18.33,16.60,30.47
NE,GAGE COUNTY,8.7,14.2,10.39,13.20,27.39
NE,GARDEN COUNTY,14.8,15.1,11.05,21.90,25.67
NE,GARFIELD COUNTY,12.6,17.5,17.55,24.20,34.14
NE,GOSPER COUNTY,7.9,8.5,15.39,18.50,26.32
NE,GRANT COUNTY,9.7,11.2,15.05,7.80,21.72
NE,GREELEY COUNTY,14.6,15.1,29.09,25.50,46.20
NE,HALL COUNTY,12.0,10.7,6.75,10.70,22.16
NE,HAMILTON COUNTY,7.5,8.8,10.46,14.30,23.65
NE,HARLAN COUNTY,10.1,13.9,18.36,14.20,29.51
NE,HAYES COUNTY,18.4,17.5,19.84,23.00,29.40
NE,HITCHCOCK COUNTY,14.9,16.0,15.47,22.90,23.73
NE,HOLT COUNTY,13.0,15.2,18.20,25.20,40.52
NE,HOOKER COUNTY,6.9,11.3,18.44,9.30,20.22
NE,HOWARD COUNTY,11.7,12.3,11.13,21.80,37.89
NE,JEFFERSON COUNTY,8.9,11.8,15.29,18.40,28.49
NE,JOHNSON COUNTY,8.9,12.1,17.94,18.90,42.41
NE,KEARNEY COUNTY,8.5,10.5,9.35,14.10,21.49
NE,KEITH COUNTY,9.3,10.0,9.50,9.90,21.89
NE,KEYA PAHA COUNTY,26.9,25.7,16.49,33.20,36.84
NE,KIMBALL COUNTY,11.1,11.5,12.59,12.60,11.68
NE,KNOX COUNTY,15.6,20.0,20.22,30.50,37.24
NE,LANCASTER COUNTY,9.5,10.5,8.55,9.60,13.68
NE,LINCOLN COUNTY,9.7,12.1,7.33,11.80,20.82
NE,LOGAN COUNTY,10.5,13.4,25.53,11.40,23.01
NE,LOUP COUNTY,17.7,16.4,13.27,21.20,30.87
NE,MADISON COUNTY,11.2,10.1,9.31,11.60,23.45
NE,MCPHERSON COUNTY,16.2,33.2,19.73,18.90,18.66
NE,MERRICK COUNTY,8.9,11.3,11.54,14.60,34.40
NE,MORRILL COUNTY,14.7,14.8,22.29,27.00,25.72
NE,NANCE COUNTY,13.1,12.5,20.82,18.00,37.35
NE,NEMAHA COUNTY,12.6,12.7,15.53,12.10,35.67
NE,NUCKOLLS COUNTY,11.2,16.2,11.34,19.30,28.51
NE,OTOE COUNTY,8.1,11.6,11.23,10.80,27.05
NE,PAWNEE COUNTY,11.0,15.9,19.34,24.30,43.26
NE,PERKINS COUNTY,13.6,14.6,16.21,7.00,23.08
NE,PHELPS COUNTY,8.9,8.8,9.75,11.30,20.76
NE,PIERCE COUNTY,11.8,10.6,13.61,23.90,40.37
NE,PLATTE COUNTY,7.7,8.8,8.08,11.10,23.67
NE,POLK COUNTY,5.8,8.3,14.08,14.40,29.27
NE,RED WILLOW COUNTY,9.6,12.9,9.58,13.00,19.84
NE,RICHARDSON COUNTY,10.1,13.0,16.00,20.00,30.21
NE,ROCK COUNTY,21.8,15.4,13.90,29.70,30.95
NE,SALINE COUNTY,9.4,10.9,12.00,14.30,28.73
NE,SARPY COUNTY,4.2,4.5,4.87,6.30,13.51
NE,SAUNDERS COUNTY,6.6,9.6,9.65,16.20,28.30
NE,SCOTTS BLUFF COUNTY,14.5,15.5,11.83,14.20,23.29
NE,SEWARD COUNTY,7.0,9.2,10.27,12.70,34.28
NE,SHERIDAN COUNTY,13.2,18.1,13.49,20.70,23.15
NE,SHERMAN COUNTY,12.9,19.3,20.05,26.60,38.94
NE,SIOUX COUNTY,15.4,16.4,13.50,25.60,20.43
NE,STANTON COUNTY,6.8,13.5,14.81,24.70,38.11
NE,THAYER COUNTY,10.7,13.8,11.32,17.90,35.46
NE,THOMAS COUNTY,14.3,20.8,10.38,9.30,28.65
NE,THURSTON COUNTY,25.6,30.9,24.28,27.80,42.04
NE,VALLEY COUNTY,12.8,13.4,17.59,23.30,36.19
NE,WASHINGTON COUNTY,6.0,5.7,7.97,9.70,23.01
NE,WAYNE COUNTY,14.5,15.2,16.77,17.00,28.73
NE,WEBSTER COUNTY,11.2,16.1,15.35,26.60,32.51
NE,WHEELER COUNTY,20.9,14.2,20.94,24.60,28.70
NE,YORK COUNTY,8.5,6.6,10.13,10.70,24.93
NV,NEVADA STATE,10.5,10.2,8.70,9.10,12.80
NV,CARSON CITY,10.0,8.0,6.95,7.00,
NV,CHURCHILL COUNTY,8.7,11.0,11.25,11.40,17.80
NV,CLARK COUNTY,10.8,10.5,9.06,8.80,11.51
NV,DOUGLAS COUNTY,7.3,6.8,5.61,7.90,14.64
NV,ELKO COUNTY,8.9,9.4,11.01,10.20,14.99
NV,ESMERALDA COUNTY,15.3,15.5,9.88,14.80,14.29
NV,EUREKA COUNTY,12.6,10.3,24.22,15.00,29.32
NV,HUMBOLDT COUNTY,9.7,10.3,13.84,11.60,15.96
NV,LANDER COUNTY,12.5,10.7,14.53,23.10,21.49
NV,LINCOLN COUNTY,16.5,14.4,10.81,14.70,34.42
NV,LYON COUNTY,10.4,12.1,9.76,13.70,18.68
NV,MINERAL COUNTY,15.2,12.8,12.66,9.70,14.69
NV,NYE COUNTY,10.7,10.5,11.75,10.20,19.51
NV,ORMSBY COUNTY,,,,,11.56
NV,PERSHING COUNTY,11.4,13.0,14.15,16.00,15.89
NV,STOREY COUNTY,5.8,9.5,10.11,12.10,10.72
NV,WASHOE COUNTY,10.0,9.4,7.00,8.50,11.11
NV,WHITE PINE COUNTY,11.0,10.9,10.24,7.90,18.44
NH,NEW HAMPSHIRE STATE,6.5,6.4,8.45,9.10,14.90
NH,BELKNAP COUNTY,6.1,6.5,9.86,8.90,15.03
NH,CARROLL COUNTY,7.9,9.0,11.83,12.80,25.05
NH,CHESHIRE COUNTY,8.0,7.0,9.98,9.00,13.82
NH,COOS COUNTY,10.0,10.1,11.74,12.60,15.47
NH,GRAFTON COUNTY,8.6,9.6,11.12,10.70,20.03
NH,HILLSBOROUGH COUNTY,6.3,5.9,7.16,8.20,12.83
NH,MERRIMACK COUNTY,5.9,5.5,8.04,9.10,14.55
NH,ROCKINGHAM COUNTY,4.5,4.4,6.56,8.20,14.74
NH,STRAFFORD COUNTY,9.2,8.2,10.36,9.50,13.40
NH,SULLIVAN COUNTY,8.5,9.8,10.53,10.30,18.99
NJ,NEW JERSEY STATE,8.5,7.6,9.53,8.10,11.34
NJ,ATLANTIC COUNTY,10.5,9.4,12.65,13.00,22.77
NJ,BERGEN COUNTY,5.0,3.9,4.14,4.10,5.38
NJ,BURLINGTON COUNTY,4.7,4.2,6.29,6.30,12.26
NJ,CAMDEN COUNTY,10.4,10.3,11.80,8.90,12.08
NJ,CAPE MAY COUNTY,8.6,8.3,9.07,12.40,22.04
NJ,CUMBERLAND COUNTY,15.0,13.0,14.52,11.80,20.90
NJ,ESSEX COUNTY,15.6,14.3,17.91,13.10,13.80
NJ,GLOUCESTER COUNTY,6.2,6.2,8.63,7.80,13.61
NJ,HUDSON COUNTY,15.5,14.8,16.93,11.90,12.92
NJ,HUNTERDON COUNTY,2.6,2.6,4.36,6.30,13.73
NJ,MERCER COUNTY,8.6,7.4,9.39,9.30,11.97
NJ,MIDDLESEX COUNTY,6.6,5.1,6.26,5.30,7.68
NJ,MONMOUTH COUNTY,6.3,5.0,7.54,7.70,13.80
NJ,MORRIS COUNTY,3.9,2.8,3.54,3.80,6.58
NJ,OCEAN COUNTY,7.0,6.0,8.06,8.50,17.37
NJ,PASSAIC COUNTY,12.3,10.0,12.81,9.30,11.63
NJ,SALEM COUNTY,9.5,10.6,11.65,11.90,17.42
NJ,SOMERSET COUNTY,3.8,2.6,3.81,4.30,7.36
NJ,SUSSEX COUNTY,4.0,3.4,5.46,6.80,15.10
NJ,UNION COUNTY,8.4,7.2,7.53,6.10,7.53
NJ,WARREN COUNTY,5.4,5.4,6.51,7.00,15.68
NM,NEW MEXICO STATE,18.4,20.6,17.61,22.80,29.88
NM,BERNALILLO COUNTY,13.7,14.6,13.16,16.30,18.98
NM,CATRON COUNTY,24.5,25.6,22.97,17.00,37.71
NM,CHAVES COUNTY,21.3,22.4,19.16,25.90,25.30
NM,CIBOLA COUNTY,24.8,33.6,,,
NM,COLFAX COUNTY,14.8,18.6,16.96,25.20,36.53
NM,CURRY COUNTY,19.0,19.2,15.12,20.00,28.48
NM,DE BACA COUNTY,17.7,21.9,20.06,30.80,38.64
NM,DONA ANA COUNTY,25.4,26.5,22.67,24.30,32.04
NM,EDDY COUNTY,17.2,20.4,13.54,24.20,23.84
NM,GRANT COUNTY,18.7,21.2,14.42,14.50,35.16
NM,GUADALUPE COUNTY,21.6,38.5,30.49,42.20,52.87
NM,HARDING COUNTY,16.3,15.3,18.99,32.50,44.52
NM,HIDALGO COUNTY,27.3,20.7,17.01,27.30,31.52
NM,LEA COUNTY,21.1,22.4,12.19,15.40,16.00
NM,LINCOLN COUNTY,14.9,20.1,16.97,26.90,36.68
NM,LOS ALAMOS COUNTY,2.9,2.4,4.09,2.20,2.16
NM,LUNA COUNTY,32.9,31.5,23.31,26.00,38.86
NM,MCKINLEY COUNTY,36.1,43.5,36.85,40.10,49.55
NM,MORA COUNTY,25.4,36.2,38.32,64.30,80.23
NM,OTERO COUNTY,19.3,16.7,14.50,14.80,20.90
NM,QUAY COUNTY,20.9,25.1,18.17,23.20,35.02
NM,RIO ARRIBA COUNTY,20.3,27.5,28.33,36.50,61.02
NM,ROOSEVELT COUNTY,22.7,26.9,27.19,26.40,27.72
NM,SAN JUAN COUNTY,21.5,28.3,20.90,26.50,29.80
NM,SAN MIGUEL COUNTY,24.4,30.2,30.84,44.80,59.88
NM,SANDOVAL COUNTY,12.1,15.6,18.64,43.90,71.79
NM,SANTA FE COUNTY,12.0,13.0,13.68,22.10,32.35
NM,SIERRA COUNTY,20.9,19.6,22.35,33.00,40.94
NM,SOCORRO COUNTY,31.7,29.9,29.60,34.50,49.06
NM,TAOS COUNTY,20.9,27.5,27.54,37.60,72.78
NM,TORRANCE COUNTY,19.0,21.1,23.27,42.20,47.97
NM,UNION COUNTY,18.1,21.0,21.28,32.90,33.29
NM,VALENCIA COUNTY,16.8,19.0,14.88,20.90,31.07
NY,NEW YORK STATE,14.6,13.0,13.42,11.10,14.16
NY,ALBANY COUNTY,10.6,9.7,10.19,9.00,14.17
NY,ALLEGANY COUNTY,15.5,14.8,15.05,13.60,24.40
NY,BRONX COUNTY,30.7,28.7,27.62,19.50,16.65
NY,BROOME COUNTY,12.8,10.5,8.77,8.70,11.16
NY,CATTARAUGUS COUNTY,13.7,14.0,13.50,12.40,18.97
NY,CAYUGA COUNTY,11.1,10.2,11.29,11.10,18.18
NY,CHAUTAUQUA COUNTY,13.8,13.8,11.17,11.80,15.75
NY,CHEMUNG COUNTY,13.0,11.4,10.98,11.60,15.72
NY,CHENANGO COUNTY,14.4,11.7,12.34,10.70,18.90
NY,CLINTON COUNTY,13.9,13.2,13.34,14.70,23.46
NY,COLUMBIA COUNTY,9.0,9.6,10.55,11.90,18.03
NY,CORTLAND COUNTY,15.5,12.7,14.67,12.70,17.00
NY,DELAWARE COUNTY,12.9,12.8,14.11,15.20,23.23
NY,DUTCHESS COUNTY,7.5,5.4,7.33,7.40,12.32
NY,ERIE COUNTY,12.2,12.2,10.62,9.30,12.46
NY,ESSEX COUNTY,11.6,12.3,13.43,14.00,25.80
NY,FRANKLIN COUNTY,14.6,17.1,16.69,18.20,30.55
NY,FULTON COUNTY,12.5,13.0,11.77,11.40,18.05
NY,GENESEE COUNTY,7.6,7.3,9.14,7.30,13.77
NY,GREENE COUNTY,12.2,9.7,11.73,11.10,19.37
NY,HAMILTON COUNTY,10.4,8.7,12.97,11.60,23.13
NY,HERKIMER COUNTY,12.5,13.1,12.90,9.70,16.35
NY,JEFFERSON COUNTY,13.3,11.8,13.72,13.30,20.27
NY,KINGS COUNTY,25.1,22.7,23.98,17.60,17.19
NY,LEWIS COUNTY,13.2,13.3,13.15,16.30,26.55
NY,LIVINGSTON COUNTY,10.4,8.5,10.11,10.00,17.07
NY,MADISON COUNTY,9.8,9.2,12.44,10.70,19.09
NY,MONROE COUNTY,11.2,10.4,8.82,7.10,9.84
NY,MONTGOMERY COUNTY,12.0,11.8,10.55,10.40,18.37
NY,NASSAU COUNTY,5.2,3.7,4.77,4.40,5.29
NY,NEW YORK COUNTY,20.0,20.5,21.84,17.30,24.06
NY,NIAGARA COUNTY,10.6,10.7,8.84,8.20,10.15
NY,ONEIDA COUNTY,13.0,11.9,10.96,9.80,14.01
NY,ONONDAGA COUNTY,12.2,10.3,9.58,9.00,11.26
NY,ONTARIO COUNTY,7.3,7.4,7.91,8.70,15.16
NY,ORANGE COUNTY,10.5,9.3,10.02,10.00,15.61
NY,ORLEANS COUNTY,10.8,9.7,9.83,9.20,17.36
NY,OSWEGO COUNTY,14.0,11.7,12.28,11.20,18.50
NY,OTSEGO COUNTY,14.9,13.9,15.30,13.40,22.94
NY,PUTNAM COUNTY,4.4,3.6,4.14,6.10,10.96
NY,QUEENS COUNTY,14.6,10.9,11.38,7.60,8.05
NY,RENSSELAER COUNTY,9.5,9.3,11.15,10.00,15.66
NY,RICHMOND COUNTY,10.0,7.8,8.25,6.10,9.24
NY,ROCKLAND COUNTY,9.5,6.4,6.24,5.50,8.57
NY,SARATOGA COUNTY,5.7,5.9,8.00,8.30,17.21
NY,SCHENECTADY COUNTY,10.9,8.3,8.70,7.40,13.13
NY,SCHOHARIE COUNTY,11.4,11.5,13.25,13.10,26.78
NY,SCHUYLER COUNTY,11.8,11.2,10.58,11.10,20.19
NY,SENECA COUNTY,11.5,10.4,8.46,9.40,16.30
NY,ST. LAWRENCE COUNTY,16.9,17.2,17.20,15.10,22.80
NY,STEUBEN COUNTY,13.2,13.5,12.17,12.10,19.74
NY,SUFFOLK COUNTY,6.0,4.7,6.55,5.90,9.94
NY,SULLIVAN COUNTY,16.3,13.4,15.14,12.50,20.30
NY,TIOGA COUNTY,8.4,9.3,8.71,9.50,17.17
NY,TOMPKINS COUNTY,17.6,18.9,16.99,12.90,15.76
NY,ULSTER COUNTY,11.4,8.6,11.15,10.80,15.80
NY,WARREN COUNTY,9.7,9.2,12.65,13.50,21.66
NY,WASHINGTON COUNTY,9.4,9.6,12.50,12.60,22.19
NY,WAYNE COUNTY,8.6,8.3,8.80,7.50,17.01
NY,WESTCHESTER COUNTY,8.8,6.8,7.10,6.20,7.95
NY,WYOMING COUNTY,8.4,8.5,9.37,8.80,17.37
NY,YATES COUNTY,13.1,13.4,14.41,11.80,23.39
NC,NORTH CAROLINA STATE,12.3,13.0,14.78,20.30,40.63
NC,ALAMANCE COUNTY,11.1,8.9,10.42,11.00,23.39
NC,ALEXANDER COUNTY,8.5,9.8,8.78,13.00,34.90
NC,ALLEGHANY COUNTY,17.2,20.1,19.59,30.00,49.34
NC,ANSON COUNTY,17.8,17.6,16.14,34.50,59.32
NC,ASHE COUNTY,13.5,18.4,22.81,31.10,55.78
NC,AVERY COUNTY,15.3,14.6,18.04,29.60,57.24
NC,BEAUFORT COUNTY,19.5,19.5,21.02,30.30,61.52
NC,BERTIE COUNTY,23.5,25.9,29.44,44.30,65.39
NC,BLADEN COUNTY,21.0,21.9,25.56,36.50,62.73
NC,BRUNSWICK COUNTY,12.6,15.4,19.80,27.70,59.55
NC,BUNCOMBE COUNTY,11.4,11.4,12.93,16.10,31.48
NC,BURKE COUNTY,10.7,10.1,10.09,12.80,31.46
NC,CABARRUS COUNTY,7.1,8.1,9.29,11.50,27.01
NC,CALDWELL COUNTY,10.7,10.8,10.36,14.40,35.60
NC,CAMDEN COUNTY,10.1,16.1,16.07,25.40,56.74
NC,CARTERET COUNTY,10.7,11.6,13.96,18.00,36.95
NC,CASWELL COUNTY,14.4,16.2,19.45,24.40,55.87
NC,CATAWBA COUNTY,9.1,7.1,8.21,9.40,24.65
NC,CHATHAM COUNTY,9.7,9.7,9.15,20.20,41.03
NC,CHEROKEE COUNTY,15.3,20.4,22.22,26.70,58.67
NC,CHOWAN COUNTY,17.6,17.7,24.01,30.00,57.63
NC,CLAY COUNTY,11.4,17.9,22.84,33.70,68.27
NC,CLEVELAND COUNTY,13.3,11.0,13.17,16.60,39.85
NC,COLUMBUS COUNTY,22.7,24.0,26.47,33.30,57.59
NC,CRAVEN COUNTY,13.1,13.6,18.49,22.00,44.46
NC,CUMBERLAND COUNTY,12.8,14.4,17.20,20.10,41.21
NC,CURRITUCK COUNTY,10.7,10.1,18.34,23.30,45.03
NC,DARE COUNTY,8.0,8.3,11.29,16.40,43.60
NC,DAVIDSON COUNTY,10.1,9.8,10.58,12.60,27.75
NC,DAVIE COUNTY,8.6,8.4,10.89,16.50,33.88
NC,DUPLIN COUNTY,19.4,19.1,23.07,33.30,62.63
NC,DURHAM COUNTY,13.4,11.9,14.05,18.00,29.61
NC,EDGECOMBE COUNTY,19.6,20.9,20.22,34.30,58.22
NC,FORSYTH COUNTY,11.0,10.5,11.58,14.30,22.94
NC,FRANKLIN COUNTY,12.6,14.5,20.28,33.50,60.05
NC,GASTON COUNTY,10.9,10.6,10.46,11.90,29.36
NC,GATES COUNTY,17.0,15.7,19.74,32.10,61.61
NC,GRAHAM COUNTY,19.5,24.9,19.58,25.40,56.23
NC,GRANVILLE COUNTY,11.7,13.5,17.33,30.70,52.67
NC,GREENE COUNTY,20.2,19.1,25.28,40.40,74.26
NC,GUILFORD COUNTY,10.6,10.1,11.10,12.20,23.23
NC,HALIFAX COUNTY,23.9,25.6,29.45,38.70,61.52
NC,HARNETT COUNTY,14.9,17.5,19.28,25.70,52.51
NC,HAYWOOD COUNTY,11.5,12.7,15.64,17.90,31.58
NC,HENDERSON COUNTY,9.7,10.5,12.32,22.60,33.74
NC,HERTFORD COUNTY,18.3,25.0,24.34,34.70,59.69
NC,HOKE COUNTY,17.7,21.1,20.87,28.90,63.84
NC,HYDE COUNTY,15.4,24.0,28.33,42.20,68.84
NC,IREDELL COUNTY,8.2,9.4,10.13,13.30,32.37
NC,JACKSON COUNTY,15.1,16.7,19.33,28.80,51.17
NC,JOHNSTON COUNTY,12.8,14.3,17.92,28.50,57.04
NC,JONES COUNTY,16.9,20.2,21.75,37.70,63.86
NC,LEE COUNTY,12.8,14.7,13.52,19.60,37.67
NC,LENOIR COUNTY,16.6,20.0,19.86,30.00,51.11
NC,LINCOLN COUNTY,9.2,9.6,9.67,13.70,36.75
NC,MACON COUNTY,12.6,16.5,17.25,27.30,57.25
NC,MADISON COUNTY,15.4,20.4,25.76,34.20,58.39
NC,MARTIN COUNTY,20.2,22.3,24.09,34.80,64.96
